No,late_w1,late_w2,late_w3,late_w4,late_w5,late_w6,late_w7,late_w8,late_w9,late_w10,late_w11,late_w12,late_w13,late_w14,late_w15,late_w16,late_w17,late_w18,late_w19,late_w20,late_w21,late_w22,late_w23,late_w24,late_w25,late_w26,late_w27,late_w28,late_w29,late_w30,late_w31,late_w32,late_w33,late_w34,late_w35,late_w36,late_w37,late_w38,late_w39,late_w40,late_w41,late_w42,late_w43,late_w44,late_w45,late_w46,late_w47,late_w48,late_w49,over_w1,over_w2,over_w3,over_w4,over_w5,over_w6,over_w7,over_w8,over_w9,over_w10,over_w11,over_w12,over_w13,over_w14,over_w15,over_w16,over_w17,over_w18,over_w19,over_w20,over_w21,over_w22,over_w23,over_w24,over_w25,over_w26,over_w27,over_w28,over_w29,over_w30,over_w31,over_w32,over_w33,over_w34,over_w35,over_w36,over_w37,over_w38,over_w39,over_w40,over_w41,over_w42,over_w43,over_w44,over_w45,over_w46,over_w47,over_w48,over_w49,hol_w1,hol_w2,hol_w3,hol_w4,hol_w5,hol_w6,hol_w7,hol_w8,hol_w9,hol_w10,hol_w11,hol_w12,hol_w13,hol_w14,hol_w15,hol_w16,hol_w17,hol_w18,hol_w19,hol_w20,hol_w21,hol_w22,hol_w23,hol_w24,hol_w25,hol_w26,hol_w27,hol_w28,hol_w29,hol_w30,hol_w31,hol_w32,hol_w33,hol_w34,hol_w35,hol_w36,hol_w37,hol_w38,hol_w39,hol_w40,hol_w41,hol_w42,hol_w43,hol_w44,hol_w45,hol_w46,hol_w47,hol_w48,hol_w49,breakt_w1,breakt_w2,breakt_w3,breakt_w4,breakt_w5,breakt_w6,breakt_w7,breakt_w8,breakt_w9,breakt_w10,breakt_w11,breakt_w12,breakt_w13,breakt_w14,breakt_w15,breakt_w16,breakt_w17,breakt_w18,breakt_w19,breakt_w20,breakt_w21,breakt_w22,breakt_w23,breakt_w24,breakt_w25,breakt_w26,breakt_w27,breakt_w28,breakt_w29,breakt_w30,breakt_w31,breakt_w32,breakt_w33,breakt_w34,breakt_w35,breakt_w36,breakt_w37,breakt_w38,breakt_w39,breakt_w40,breakt_w41,breakt_w42,breakt_w43,breakt_w44,breakt_w45,breakt_w46,breakt_w47,breakt_w48,breakt_w49,off_w1,off_w2,off_w3,off_w4,off_w5,off_w6,off_w7,off_w8,off_w9,off_w10,off_w11,off_w12,off_w13,off_w14,off_w15,off_w16,off_w17,off_w18,off_w19,off_w20,off_w21,off_w22,off_w23,off_w24,off_w25,off_w26,off_w27,off_w28,off_w29,off_w30,off_w31,off_w32,off_w33,off_w34,off_w35,off_w36,off_w37,off_w38,off_w39,off_w40,off_w41,off_w42,off_w43,off_w44,off_w45,off_w46,off_w47,off_w48,off_w49,half_w1,half_w2,half_w3,half_w4,half_w5,half_w6,half_w7,half_w8,half_w9,half_w10,half_w11,half_w12,half_w13,half_w14,half_w15,half_w16,half_w17,half_w18,half_w19,half_w20,half_w21,half_w22,half_w23,half_w24,half_w25,half_w26,half_w27,half_w28,half_w29,half_w30,half_w31,half_w32,half_w33,half_w34,half_w35,half_w36,half_w37,half_w38,half_w39,half_w40,half_w41,half_w42,half_w43,half_w44,half_w45,half_w46,half_w47,half_w48,half_w49,worktime_w1,worktime_w2,worktime_w3,worktime_w4,worktime_w5,worktime_w6,worktime_w7,worktime_w8,worktime_w9,worktime_w10,worktime_w11,worktime_w12,worktime_w13,worktime_w14,worktime_w15,worktime_w16,worktime_w17,worktime_w18,worktime_w19,worktime_w20,worktime_w21,worktime_w22,worktime_w23,worktime_w24,worktime_w25,worktime_w26,worktime_w27,worktime_w28,worktime_w29,worktime_w30,worktime_w31,worktime_w32,worktime_w33,worktime_w34,worktime_w35,worktime_w36,worktime_w37,worktime_w38,worktime_w39,worktime_w40,worktime_w41,worktime_w42,worktime_w43,worktime_w44,worktime_w45,worktime_w46,worktime_w47,worktime_w48,worktime_w49,workday_w1,workday_w2,workday_w3,workday_w4,workday_w5,workday_w6,workday_w7,workday_w8,workday_w9,workday_w10,workday_w11,workday_w12,workday_w13,workday_w14,workday_w15,workday_w16,workday_w17,workday_w18,workday_w19,workday_w20,workday_w21,workday_w22,workday_w23,workday_w24,workday_w25,workday_w26,workday_w27,workday_w28,workday_w29,workday_w30,workday_w31,workday_w32,workday_w33,workday_w34,workday_w35,workday_w36,workday_w37,workday_w38,workday_w39,workday_w40,workday_w41,workday_w42,workday_w43,workday_w44,workday_w45,workday_w46,workday_w47,workday_w48,workday_w49
4028076,1,2,3,2,3,0,4,1,2,4,2,2,4,3,5,4,4,5,2,4,2,4,4,5,5,5,1,2,1,3,4,3,3,5,4,2,5,5,3,2,4,3,4,2,3,4,1,2,0,2,4,2,5,0,0,0,0,4,3,5,3,2,3,0,0,3,2,2,6,4,2,1,1,0,0,0,1,2,2,1,4,0,4,3,0,3,1,0,2,2,1,3,0,1,1,3,2,0,1,1,1,2,0,0,1,1,1,2,2,1,1,2,0,1,0,1,1,2,2,2,2,0,1,0,0,1,1,1,1,2,0,1,1,0,0,0,1,1,1,0,2,0,0,0,0,1,0,15,36,12,57,8,25,38,8,39,30,36,25,17,30,26,32,31,26,25,64,47,40,24,26,26,12,9,18,23,28,19,34,24,31,25,23,35,21,26,25,20,25,51,20,25,11,26,26,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,824,3656,3886,4246,2175,3018,3112,763,4069,4482,4904,4132,3683,4032,2839,2674,3398,3466,3249,4743,4650,3540,3099,3070,3035,2826,1655,3408,3687,3596,3463,4675,3072,3415,3206,2276,3637,3133,3026,2913,2736,3100,3758,2685,3171,3201,2807,4129,0,2,6,6,7,4,5,6,2,6,7,7,6,6,7,5,5,5,6,5,7,7,6,6,5,6,5,3,6,6,6,6,7,5,6,5,4,5,5,6,4,5,5,7,4,5,5,4,6,1
4028078,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,1,2,0,3,1,0,2,1,1,1,0,1,0,0,1,2,4,3,4,2,3,1,3,0,0,1,4,3,1,3,2,5,1,4,4,5,5,3,4,3,4,3,3,2,4,3,2,3,5,4,3,4,3,5,2,3,1,5,3,5,0,2,5,5,2,6,6,4,0,0,0,0,2,0,0,1,0,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,3,2,2,3,1,1,2,1,2,0,2,1,0,1,1,0,2,0,1,0,2,0,3,1,1,0,0,0,0,0,0,0,45,32,52,35,37,50,17,37,31,36,28,21,37,25,26,21,25,41,47,32,17,12,10,7,8,3,24,25,18,10,12,8,3,12,12,15,12,11,2,8,11,19,7,11,14,8,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4604,3527,3401,5364,3181,4988,2220,4369,4795,6032,4712,4135,4306,3544,4768,4791,3645,4743,4739,4523,5240,2988,4865,4295,4178,4221,3799,4338,3586,2985,3335,3877,2849,4584,2898,3181,4040,5010,1531,4490,4486,3877,1681,2242,2820,2547,2684,0,1,6,5,6,7,5,7,4,6,7,7,6,6,6,6,6,7,6,7,7,7,7,5,6,7,6,7,5,7,6,5,6,6,4,7,5,5,5,7,2,7,6,6,3,4,5,5,4,1
4028080,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,2,0,1,0,1,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,3,1,3,4,1,3,1,3,1,2,0,1,0,0,0,1,0,4,0,0,2,2,4,0,3,3,3,1,4,2,2,2,1,3,2,1,4,1,0,2,3,2,1,2,1,2,1,0,1,0,1,1,2,0,1,1,2,1,0,0,1,0,0,0,0,1,2,2,2,2,2,1,1,1,0,1,0,1,2,1,1,1,1,2,0,1,1,0,1,2,1,0,0,1,1,0,1,8,27,10,5,11,10,8,4,14,19,16,11,22,11,9,13,9,9,13,25,17,6,11,11,8,15,10,7,11,18,21,18,13,11,8,13,11,9,7,2,11,12,18,11,9,10,10,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,202,4129,4102,4488,4113,3489,4175,1852,4272,3559,3336,3064,3232,3014,2333,2963,3052,2958,3985,5671,4356,3956,4391,4037,3979,4720,3512,4378,3424,4096,4452,3638,3887,3980,3913,4245,3183,3557,3498,1972,3197,4506,4621,3207,4321,3170,3499,3026,399,2,5,6,6,7,5,6,3,7,6,5,5,6,5,5,5,5,5,6,7,7,6,7,6,6,6,5,6,5,6,7,6,5,6,6,7,5,5,6,3,5,7,6,5,5,6,5,5,2
4028082,0,2,3,0,1,3,1,0,0,0,0,2,0,2,0,1,2,0,1,2,1,2,2,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,1,1,1,1,0,0,3,2,3,0,0,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,1,1,1,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,2,19,22,27,4,15,12,6,26,5,15,34,11,19,27,11,6,26,26,34,49,23,40,16,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339,2886,3445,3277,3485,2923,1111,2957,3500,3328,2831,2271,2855,3826,3544,3251,2753,2653,3143,3341,3651,4285,4009,3030,3629,2048,2851,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,5,6,5,2,5,6,5,5,4,6,6,6,6,5,6,5,5,5,6,6,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028084,0,0,1,0,0,0,1,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,4,2,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,4,17,9,4,1,17,4,11,16,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,3273,3054,3038,3250,3060,1335,3587,3339,3395,4068,3541,3394,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,2,5,5,5,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,5,2,7,1,11,0,2,11,4,0,7,9,6,3,0,1,7,5,3,6,12,14,7,16,15,15,12,24,15,8,15,18,12,17,4,2,13,5,14,0,16,21,5,9,10,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2940,2882,2490,3487,2803,2861,1167,2999,2925,3329,2948,3263,3581,2450,3352,2770,2151,3784,4242,3360,2861,2852,2885,2896,2658,3067,3075,3198,3492,3188,2871,2504,3064,2938,3074,2816,3048,2999,2265,3163,0,2971,2974,2496,3106,2761,3127,0,1,5,5,4,5,5,5,2,5,5,5,5,5,6,5,5,5,4,6,6,6,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,5,5,5,4,4,0,5,5,5,5,5,5,1
4028090,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,16,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,3810,2943,2921,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,9,4,1,3,1,2,6,4,8,4,8,9,6,7,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,2836,3088,3272,3033,2868,1116,2830,2855,2894,2839,2858,3050,3359,3242,3160,2302,2264,1911,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,6,5,5,2,5,5,5,5,5,5,5,5,6,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028094,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,3,3,4,1,0,0,0,0,0,2,3,2,3,4,2,2,3,3,3,2,4,3,2,1,0,0,0,0,1,4,3,5,1,2,0,1,5,2,2,4,5,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,2,2,1,2,1,1,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,14,6,17,40,18,19,13,12,11,24,13,15,3,15,13,19,18,8,9,31,24,15,39,26,11,18,10,17,9,18,17,24,14,9,17,10,27,23,9,16,12,15,16,13,17,13,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1122,3657,4820,3979,3891,2368,3056,1139,2299,2421,3759,3381,1578,3270,5181,4585,3146,3416,4202,4093,3735,4557,4825,4385,3155,3037,3016,2962,2937,3615,3697,3477,4263,2985,4480,3020,3231,4311,3246,3343,3811,4970,2553,3038,2951,2962,2013,0,0,2,6,6,6,6,4,5,2,4,5,5,5,5,5,6,7,6,5,6,6,6,7,6,6,5,5,5,5,5,6,5,5,6,4,6,5,5,6,5,4,6,6,4,5,5,5,5,0,0
4028096,1,5,4,5,5,4,3,2,4,3,5,2,5,4,4,4,5,3,4,4,2,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,1,0,0,1,1,1,1,1,4,3,4,4,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,12,6,7,7,1,2,2,9,7,27,13,12,32,10,4,18,12,6,19,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,3264,3086,3010,2599,1782,1517,987,2344,1967,2933,2492,2881,3972,2766,4026,3758,2520,3591,3344,716,2359,2878,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,6,5,4,3,2,4,3,5,3,5,6,5,7,6,4,6,5,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028098,0,3,5,1,4,4,5,2,3,5,4,3,3,4,4,4,4,4,2,2,2,3,5,5,5,2,4,1,2,4,4,3,2,5,5,5,4,5,5,2,0,3,4,4,3,2,5,5,0,0,3,1,1,4,2,4,0,2,0,2,2,1,3,1,4,3,2,1,0,1,1,2,0,2,3,4,2,1,2,1,2,0,2,1,1,1,4,3,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2,1,2,0,0,0,2,0,0,1,0,2,2,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,6,0,4,7,2,5,0,3,5,6,3,5,5,7,6,5,0,1,2,0,2,3,8,5,2,4,5,1,14,1,7,1,5,5,2,3,3,6,2,0,10,5,4,14,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,2649,2834,2522,3818,3327,4016,799,1833,2062,3701,3273,3019,3765,2725,3956,3644,2815,2266,2844,3227,2265,2816,2103,3303,3561,4114,3284,3488,2694,2577,4421,844,3136,2738,2895,2154,3044,3479,1794,1144,1927,2709,2690,2798,2586,2763,2414,0,0,5,5,4,7,6,7,2,4,5,7,5,5,6,4,7,7,5,4,6,5,5,6,5,6,5,6,5,6,6,5,6,2,5,5,6,4,5,6,4,3,4,5,6,5,4,6,5,0
4028100,0,1,4,5,4,5,5,1,5,5,5,5,5,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,3,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,2,3,5,1,2,5,3,4,2,5,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,3999,3782,3763,3957,4340,1164,3373,3548,2459,3749,2913,4222,2715,3741,2889,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,6,7,6,6,2,5,5,5,5,5,5,5,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028102,1,5,4,3,3,3,5,2,4,4,3,1,3,3,3,5,0,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,3,3,3,5,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,1,0,2,3,0,0,0,0,0,1,0,1,2,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,4,2,0,1,2,2,5,0,0,0,2,0,4,0,1,6,3,1,1,0,2,1,0,0,1,1,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,885,3308,4193,4080,3744,3024,2982,1078,3137,3344,2752,2209,2762,2827,2877,3286,0,2427,2643,3334,2806,2995,4115,4096,2473,2491,2508,2316,2794,2795,2741,2315,1942,2421,2809,2195,2716,2765,0,0,0,0,0,0,0,0,0,0,0,2,5,6,6,6,5,5,2,5,5,5,4,5,5,5,5,0,4,4,5,6,5,6,6,5,5,5,5,5,5,5,5,4,5,5,4,5,6,1,0,0,0,0,0,0,0,0,0,0
4028106,0,2,5,4,2,5,3,2,4,5,4,3,5,4,5,5,5,3,4,4,2,0,2,4,4,3,3,4,5,0,4,4,4,4,5,4,3,4,4,3,3,4,4,4,4,5,4,2,1,0,0,2,0,0,1,1,2,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,21,9,15,10,7,10,23,24,12,11,14,8,9,7,6,12,8,14,9,17,13,6,6,6,9,10,4,0,5,5,4,22,18,2,5,2,12,2,4,6,9,6,5,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2925,3348,3291,3457,3329,3467,2591,2899,3031,2645,2949,2726,2990,2601,2988,2981,2357,2481,2985,2324,2353,2773,2833,2813,2599,2800,2937,2748,0,3331,2884,2271,2834,3052,2236,2466,2898,2772,1696,2283,2577,2858,2927,3167,2793,2990,2857,0,1,5,5,5,5,6,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,0,6,5,4,5,5,4,5,5,5,3,4,5,5,5,5,5,5,5,1
